Request no,Day,Time of day,Request location,Initial diagnose time,Needs Replacement?,On-site repair time
509,5,8.788239102,BC_3,16.32061171,,19.83838565
510,5,8.799208171,BC_10,11.00174635,,30.9221114
511,5,8.888395146,BC_9,18.15479226,,22.05789966
512,5,9.02469986,BC_6,15.63625702,yes,
513,5,9.091540813,BC_4,15.5557822,,3.942586237
514,5,9.375514614,BC_4,16.47232532,,43.65403658
515,5,9.441003822,BC_10,14.46205944,,33.99006761
516,5,9.521435677,BC_4,17.63617462,,46.64606287
517,5,9.917923446,BC_10,12.41815929,,23.9165994
518,5,9.974130353,BC_5,18.75338158,,24.91324954
519,5,10.19017785,BC_3,21.76581526,,17.64613357
520,5,10.21967177,BC_10,19.24940502,,27.97453329
521,5,10.56516122,BC_3,25.55368311,,31.91634143
522,5,10.56627899,BC_2,18.37729576,,10.98000451
523,5,10.59050916,BC_2,23.82555135,,13.82357966
524,5,10.66164666,BC_5,16.61169317,yes,
525,5,10.93419269,BC_5,10.05236484,,9.67867817
526,5,10.99575165,BC_5,10.19086672,,38.97214749
527,5,11.15571453,BC_1,18.91083542,,25.29133077
528,5,11.1606843,BC_7,14.49063103,yes,
529,5,11.17156445,BC_2,19.9989973,,21.62204031
530,5,11.23473496,BC_7,14.88615382,,9.989700225
531,5,11.28667103,BC_10,17.15373648,yes,
532,5,11.30287901,BC_7,16.53187067,,8.680789047
533,5,11.31338874,BC_5,13.1294528,,14.45165403
534,5,11.36377139,BC_10,20.59315573,,5.386531866
535,5,11.59315246,BC_1,17.96230651,,18.66593582
536,5,11.63966625,BC_9,23.09408852,,10.730515
537,5,11.76490052,BC_9,23.1889294,,21.95720579
538,5,11.78565764,BC_9,22.89826707,,6.32705541
539,5,11.89367686,BC_3,17.95704522,yes,
540,5,11.94784851,BC_8,14.5264499,,10.80964189
541,5,12.13287549,BC_10,14.39267064,,26.97381773
542,5,12.30827199,BC_9,28.37454769,,33.26421123
543,5,12.310003,BC_10,13.34910175,,5.478327477
544,5,12.3243545,BC_9,25.76912321,,45.96658733
545,5,12.39531073,BC_6,18.41635307,yes,
546,5,12.54782309,BC_5,16.30925264,,18.87537092
547,5,12.76832658,BC_3,14.21002852,,31.73727106
548,5,12.78466443,BC_10,12.13267323,,36.43096405
549,5,12.78635816,BC_5,16.52598781,,25.54289116
550,5,12.85936497,BC_4,20.60257984,,23.87467288
551,5,12.87119087,BC_10,14.16414221,,25.82314378
552,5,12.90422217,BC_2,30.08680267,,39.69461307
553,5,12.93293601,BC_4,18.72774528,,10.33349189
554,5,13.00787953,BC_8,10.86719551,,26.4068075
555,5,13.06740433,BC_10,15.15783798,yes,
556,5,13.2150263,BC_10,16.52389031,,18.93710668
557,5,14.3440336,BC_7,19.2065631,,18.3592054
558,5,14.36594504,BC_4,14.90796817,,15.62178944
559,5,14.39570985,BC_5,16.73563906,,34.83359714
560,5,14.40853505,BC_9,24.19806581,yes,
561,5,14.46147408,BC_4,11.5947933,,23.97985202
562,5,14.54559896,BC_4,19.10498071,,42.64124142
563,5,14.58234203,BC_4,12.16440609,yes,
564,5,14.65998111,BC_9,13.44286622,,7.602894706
565,5,14.87551188,BC_9,30.97648761,,38.62265282
566,5,14.88874465,BC_5,17.76597423,,26.98338288
567,5,15.24769488,BC_9,28.10737885,,18.63169937
568,5,15.55403887,BC_5,14.06463406,,30.93290084
569,5,15.55679774,BC_7,18.40219521,,29.48238772
570,5,15.61982458,BC_8,13.99055106,,12.13864197
571,5,15.80791468,BC_1,19.42232674,,24.72050897
572,5,15.89124325,BC_9,21.1188763,yes,
573,5,15.9868089,BC_9,25.12698126,yes,
574,5,16.06591697,BC_1,16.35490736,,31.98729195
575,5,16.0923199,BC_9,13.31851644,,21.08261947
576,5,16.12917447,BC_3,21.47203918,,36.02087113
577,5,16.28726954,BC_7,14.54148106,,10.80035676
578,5,16.30271387,BC_3,18.00405536,,20.19270424
579,5,16.31196638,BC_9,20.43767838,,31.40525425
580,5,16.33955314,BC_7,14.2330667,yes,
581,5,16.5177165,BC_10,17.61653703,,14.93082964
582,5,16.68580028,BC_9,24.05896327,,35.48671416
583,5,16.73569488,BC_9,26.1594875,yes,
584,5,16.86617727,BC_5,12.2868899,,27.41377812
585,5,17.56248221,BC_4,17.76726601,,37.10549305
586,5,17.57792113,BC_9,19.76712639,yes,
587,5,17.60170361,BC_2,13.09867745,yes,
588,5,17.64850729,BC_3,17.1953639,,47.66936919
589,5,17.71837393,BC_7,5.766523202,,32.67760724
590,5,18.20480058,BC_3,18.63022949,yes,
591,5,18.55559997,BC_8,18.37154658,,17.40889433
592,5,18.6300856,BC_4,22.35652311,,8.8463532
593,5,19.15122616,BC_5,19.71610541,,14.08580363
594,5,19.26480666,BC_10,17.371481,,15.30507244
595,5,19.3538715,BC_10,17.44336629,yes,
596,5,19.62167033,BC_5,10.63565333,,14.84970997
597,5,19.72779314,BC_5,13.26249869,,24.06144925
598,5,19.99121619,BC_4,16.85461494,,21.25466108
599,5,20.0144341,BC_8,13.23459012,,16.50690819
600,5,20.24653184,BC_4,15.41320645,,23.92608822
601,5,20.43424099,BC_10,16.26969283,,12.27564443
602,5,20.8274163,BC_10,17.66275149,,35.91438027
603,5,21.19324151,BC_7,20.93861633,,25.70872404
604,5,21.29042332,BC_2,21.23448243,,17.21996863
605,5,21.75857762,BC_9,17.73161244,yes,
606,5,22.11664346,BC_3,25.4085683,,51.54025285
607,5,22.46501169,BC_3,23.25186758,,18.66323062
608,5,23.0893526,BC_5,14.62448031,,43.35672365
609,5,23.17244236,BC_7,13.29556344,,43.72648869
610,6,1.028288564,BC_7,12.2314461,,23.10092247
611,6,1.766025332,BC_7,15.78447784,yes,
612,6,2.359286225,BC_10,17.22842741,,8.707593522
613,6,2.390276078,BC_4,18.18701144,,38.24561931
614,6,2.422924154,BC_4,17.38719727,,25.13897367
615,6,2.4618922,BC_8,8.263802318,,23.76267293
616,6,2.619463383,BC_1,20.34855517,,16.19673966
617,6,3.592318965,BC_3,23.11546705,yes,
618,6,4.325215905,BC_2,10.08181375,yes,
619,6,4.419729564,BC_4,13.05009712,yes,
620,6,4.473093179,BC_1,18.62059825,,25.91687719
621,6,4.904387423,BC_4,9.480565355,,49.06587091
622,6,5.004029726,BC_5,13.50609024,,29.96605606
623,6,5.022146575,BC_3,26.80015361,,36.82745707
624,6,5.176589221,BC_4,15.66226626,,25.95237388
625,6,5.281405337,BC_2,23.36505592,,21.1851042
626,6,5.430704565,BC_7,17.40103353,yes,
627,6,5.903514454,BC_1,14.62731025,yes,
628,6,5.917469575,BC_4,14.94839282,,19.85997992
629,6,6.020006939,BC_4,17.21348894,,10.56482747
630,6,6.302490752,BC_8,16.61934395,,12.22655623
631,6,6.402257589,BC_5,13.20336719,,15.81855541
632,6,6.752145677,BC_4,14.1839694,,10.69021986
633,6,6.814480215,BC_4,19.90882694,,18.42127676
634,6,6.952070699,BC_9,25.63273266,yes,
635,6,7.158905236,BC_5,14.84132875,,23.94398362
636,6,7.309967061,BC_9,19.28318397,,29.86094173
637,6,7.425245401,BC_9,23.5412427,,22.14451597
638,6,7.44570178,BC_5,16.96795099,,24.99672535
639,6,7.678143643,BC_1,12.2642345,,69.16605063
640,6,7.711607311,BC_4,16.64525738,,6.598597884
641,6,7.894365785,BC_7,16.40813575,,11.1279673
642,6,8.130183721,BC_3,19.3129451,,28.79687643
643,6,8.396573865,BC_2,22.23083845,,23.30265673
644,6,8.523853202,BC_5,16.90847231,,23.1537553
645,6,8.574752556,BC_7,15.17093171,,22.30955334
646,6,9.034546411,BC_6,20.99947173,,22.78688571
647,6,9.613140946,BC_3,24.99966897,,21.7729974
648,6,9.676839495,BC_3,17.15135258,,32.98016356
649,6,9.927792845,BC_4,18.20970696,yes,
650,6,10.14188077,BC_5,16.62087727,,23.70113626
651,6,10.21306617,BC_9,26.47749279,,36.96431114
652,6,10.27847299,BC_3,19.1189467,,40.76916796
653,6,10.28134697,BC_3,26.33148964,,39.55720394
654,6,10.35661648,BC_7,13.42346635,,14.4997701
655,6,10.60019136,BC_9,14.0418796,,9.322191439
656,6,10.60184402,BC_2,25.98777965,,35.24815345
657,6,10.69074266,BC_9,24.70473218,,18.66376814
658,6,10.71344015,BC_5,15.99912382,,9.141313294
659,6,10.93464337,BC_4,21.54035419,,13.2310646
660,6,11.00079402,BC_7,14.39120053,,29.93704425
661,6,11.09367205,BC_2,24.67929582,,32.45840276
662,6,11.1458965,BC_5,23.92023606,,29.4863663
663,6,11.20053844,BC_7,17.21500893,yes,
664,6,11.25197094,BC_8,15.01207609,,8.460069218
665,6,11.40452536,BC_4,13.57961854,,21.22532329
666,6,11.46764411,BC_7,18.86532769,,17.17620648
667,6,11.49066933,BC_5,17.96824686,,16.48783536
668,6,11.50807461,BC_4,17.74204207,,20.90311481
669,6,11.54419629,BC_9,21.54222408,,20.07162334
670,6,11.62162418,BC_4,17.09546776,,14.22138114
671,6,11.71184491,BC_8,19.19661673,,15.95970302
672,6,11.73463758,BC_5,11.76101116,,50.65928363
673,6,11.77113192,BC_4,13.75395359,,15.22812188
674,6,11.88144464,BC_7,19.06490799,,38.16960709
675,6,11.9597852,BC_10,17.39254206,,52.78145584
676,6,12.04819988,BC_3,29.56478734,yes,
677,6,12.53016161,BC_7,11.14467625,,35.23444499
678,6,12.55412881,BC_5,13.60838441,,6.061573293
679,6,12.5763897,BC_1,11.66082901,,6.872766615
680,6,12.78077253,BC_2,16.86949509,yes,
681,6,12.84942731,BC_3,19.9025132,,6.583796806
682,6,13.08553166,BC_5,15.59876044,,66.10047961
683,6,13.13132801,BC_9,20.14088946,,15.16251723
684,6,13.29114364,BC_9,18.32978944,yes,
685,6,13.67220743,BC_2,30.26013922,,2.676605221
686,6,13.71570879,BC_9,17.92273947,,14.09592103
687,6,13.8551392,BC_5,19.33499667,,34.41681947
688,6,14.09167538,BC_2,26.24953042,,9.658430204
689,6,14.16231063,BC_7,18.6449069,,18.44552187
690,6,14.31408655,BC_7,12.77522901,,26.07892472
691,6,14.42856304,BC_2,19.56335993,,30.44232264
692,6,14.4938545,BC_3,21.40595797,yes,
693,6,14.6157409,BC_5,16.41287014,,4.370963126
694,6,14.65956833,BC_4,17.68557483,,20.1780714
695,6,14.74160342,BC_3,24.49682875,,14.55909295
696,6,14.83939672,BC_4,16.26669544,,32.62245013
697,6,14.92496559,BC_4,18.18985305,,10.79127118
698,6,15.07686218,BC_10,17.47319462,,6.808474444
699,6,15.12756766,BC_5,17.65482208,,5.56369274
700,6,15.23024137,BC_9,26.20455326,,3.719133713
701,6,15.25077642,BC_2,13.81279117,yes,
702,6,15.25756101,BC_3,24.54329768,,35.41968994
703,6,15.42635356,BC_5,12.90199377,,34.11920174
704,6,15.58727867,BC_3,13.85208792,,33.83173309
705,6,15.65455051,BC_7,12.55949261,,34.64952273
706,6,15.70438936,BC_5,17.54272719,yes,
707,6,15.76800052,BC_6,13.76043125,,20.10058234
708,6,16.22793241,BC_6,12.85958507,,23.11972549
709,6,16.43785757,BC_1,17.29945808,,31.10149083
710,6,16.58514966,BC_5,18.34266393,,26.47497885
711,6,16.940319,BC_9,14.86852379,,34.36265461
712,6,16.97844052,BC_10,12.30724725,,55.70821698
713,6,17.38379745,BC_4,19.32462388,,14.37265545
714,6,17.69574988,BC_10,14.84418027,,31.93650944
715,6,18.85130267,BC_2,24.23086502,,57.51791989
716,6,18.85340493,BC_8,16.20506599,,13.15926854
717,6,19.29136647,BC_2,18.2928525,,43.25580072
718,6,19.29985866,BC_10,18.79977095,,30.51755057
719,6,20.12353526,BC_4,19.48949605,,14.10785464
720,6,20.1562842,BC_2,11.91705545,,38.56145722
721,6,20.54781833,BC_5,13.53413222,,44.86455391
722,6,20.8908016,BC_7,17.55379253,,23.8653845
723,6,22.76839263,BC_7,14.69510389,,43.18365576
724,7,2.143042875,BC_3,26.56942716,,29.58490603
725,7,2.530239575,BC_4,20.93843788,,10.80396743
726,7,3.267280153,BC_3,14.18901924,,40.39483076
727,7,3.322013088,BC_2,17.90205649,,13.82172866
728,7,3.964234185,BC_4,19.93805948,,23.58827679
729,7,4.390195598,BC_3,31.6403402,,20.47295834
730,7,4.621538382,BC_2,31.69529531,,11.61861384
731,7,5.997596158,BC_6,13.07394554,,20.55768264
732,7,6.072739085,BC_4,13.39665062,,30.62615893
733,7,6.245171064,BC_4,13.61969124,,48.5686686
734,7,6.407715039,BC_7,17.24062567,,16.24044124
735,7,6.439409877,BC_4,14.71483463,,25.6649362
736,7,6.461803086,BC_4,15.50030204,,26.67394949
737,7,6.763768145,BC_10,10.83993266,,33.65272477
738,7,6.818433249,BC_4,19.81606523,,2.432285067
739,7,7.04371757,BC_8,13.46673398,,25.08840595
740,7,7.278216635,BC_10,14.14568571,,24.63829304
741,7,7.520785758,BC_4,15.74791916,,17.50340798
742,7,7.52544567,BC_5,20.53618517,,31.12334752
743,7,7.606983942,BC_2,14.65872874,,35.32509513
744,7,7.688089197,BC_7,21.96283056,,29.20450106
745,7,7.866257031,BC_2,14.65234506,,9.195000085
746,7,7.968034116,BC_3,24.44103121,,30.02807975
747,7,8.06957314,BC_10,22.86411384,,27.70692883
748,7,8.657537766,BC_4,15.86165567,,18.98039701
749,7,8.848106421,BC_7,16.60831546,,13.47068658
750,7,8.909702529,BC_6,20.12008107,yes,
751,7,8.962620922,BC_3,33.19911722,,18.40897582
752,7,9.139886012,BC_10,18.31650055,,30.95227494
753,7,9.248424989,BC_10,18.83985369,,35.14388317
754,7,9.278185491,BC_10,10.89943778,yes,
755,7,9.348136657,BC_10,14.81115365,,14.96566247
756,7,9.430413697,BC_10,13.68964924,,14.69099267
757,7,9.574084882,BC_2,15.92718188,,31.52725526
758,7,9.767336015,BC_4,20.40022619,,3.668116177
759,7,9.813979533,BC_2,23.39449105,,11.48376909
760,7,9.946288275,BC_2,23.88829835,,12.70063755
761,7,10.00242927,BC_4,18.05705572,,22.79661429
762,7,10.05327399,BC_9,22.219926,,15.24455307
763,7,10.17160828,BC_2,16.6022613,,22.00436262
764,7,10.18025805,BC_10,19.1826856,,21.52853361
765,7,10.19452099,BC_7,17.84817092,,38.0797645
766,7,10.21279911,BC_2,15.31324988,yes,
767,7,10.28121969,BC_3,17.21191203,,8.051672842
768,7,10.28787741,BC_3,25.43172178,,17.08358391
769,7,10.30749214,BC_8,16.8852332,,28.63924701
770,7,10.53198451,BC_4,16.93007644,,11.80548468
771,7,10.53507441,BC_6,17.6740561,,7.903907704
772,7,10.68936758,BC_7,22.2704893,,10.47990518
773,7,10.92279784,BC_6,18.49221697,,24.20769087
774,7,10.93767608,BC_7,15.39987514,,17.10369373
775,7,11.15845384,BC_5,17.29012283,yes,
776,7,11.48614037,BC_9,13.40682027,,5.389663358
777,7,11.54260815,BC_3,13.2704572,,55.90910647
778,7,11.68323119,BC_9,22.79004699,,25.57574951
779,7,11.68762833,BC_4,17.43806545,,18.37397574
780,7,11.90102348,BC_3,18.17959147,,17.60265228
781,7,11.92356127,BC_10,19.42835084,,27.25974974
782,7,12.10393124,BC_3,21.17918788,,25.16376261
783,7,12.16442523,BC_10,16.13974225,,13.23372149
784,7,12.16591557,BC_4,14.62385399,,36.97981248
785,7,12.17595587,BC_9,15.9928198,,24.78122254
786,7,12.28505388,BC_4,12.12056814,,32.56477935
787,7,12.51676089,BC_8,17.10682397,,25.40111227
788,7,12.53083244,BC_5,17.0394136,,6.319763533
789,7,12.569682,BC_4,20.02663225,,35.3132448
790,7,12.97336619,BC_7,16.96029676,,8.244529569
791,7,13.38015834,BC_9,26.1861888,,16.3358186
792,7,13.60181912,BC_9,22.34262787,yes,
793,7,13.60667696,BC_8,20.68867488,,10.92362332
794,7,13.69011633,BC_7,15.29324513,,12.48096578
795,7,13.71973212,BC_6,17.69030019,,33.38110812
796,7,14.10989221,BC_8,17.43032505,,36.91854658
797,7,14.17302086,BC_2,19.2734481,,24.18399941
798,7,14.19605409,BC_4,14.39676798,,25.29056325
799,7,14.3516876,BC_9,23.85466593,yes,
800,7,14.35442709,BC_9,19.93675839,yes,
801,7,14.5188649,BC_6,15.05542305,yes,
802,7,14.59109388,BC_9,18.37843128,,38.32642127
803,7,14.63313885,BC_3,20.05289057,,36.73878847
804,7,14.68244766,BC_1,18.26978109,,13.39963791
805,7,14.86895242,BC_9,26.16961274,,13.46302665
806,7,14.99341139,BC_8,16.60501924,,38.560061
807,7,15.1907805,BC_5,14.43239487,,27.73308159
808,7,15.51237187,BC_2,20.80181182,yes,
809,7,15.5491081,BC_1,13.3807861,,12.56640393
810,7,15.63374677,BC_7,15.97288274,,25.00418983
811,7,15.70657088,BC_4,13.51552529,,7.367568654
812,7,15.8602048,BC_10,24.43140002,,24.37150994
813,7,16.06941833,BC_10,14.65757092,,32.15535454
814,7,16.19146419,BC_5,14.08523062,,35.35354028
815,7,16.21678374,BC_7,11.66868731,,8.317496738
816,7,16.24491418,BC_9,19.90770927,,24.1799077
817,7,16.33239477,BC_5,17.25548193,,31.19480951
818,7,16.39487004,BC_7,13.92149764,,20.21887948
819,7,16.87278039,BC_4,13.82549405,,18.24828077
820,7,17.04432022,BC_4,9.436261989,,43.89420122
821,7,17.18089502,BC_7,17.02906029,,32.76143476
822,7,17.23103561,BC_4,14.30071531,yes,
823,7,17.24416214,BC_2,16.22357053,,5.406368595
824,7,17.2651848,BC_8,16.0600274,,9.598435534
825,7,17.35501753,BC_2,33.81513543,yes,
826,7,17.38449227,BC_3,19.8167646,,19.80006349
827,7,17.49542775,BC_10,16.44051576,,35.15086412
828,7,17.59252762,BC_1,18.82916867,,25.51123177
829,7,17.75215396,BC_8,18.17052913,,12.05130712
830,7,17.89762177,BC_9,18.22589954,,26.94072733
831,7,18.31301849,BC_5,17.75963185,,8.569284853
832,7,18.46445971,BC_8,13.7105709,yes,
833,7,18.56822185,BC_5,13.96181148,,10.1090156
834,7,19.02153359,BC_4,18.15783963,,24.98828717
835,7,19.04168876,BC_4,18.0304524,,29.14331753
836,7,19.10843214,BC_7,17.06179966,,26.3626612
837,7,19.30784005,BC_5,17.36713875,,43.22889496
838,7,19.3216005,BC_3,23.6329068,,12.71713065
839,7,19.56822629,BC_8,17.46640914,yes,
840,7,19.85826374,BC_2,21.60381609,,19.02227725
841,7,20.38498614,BC_7,16.40545428,,20.32568203
842,7,20.60780626,BC_4,12.25015167,,7.061241788
843,7,20.67634874,BC_5,16.74138171,,21.91068535
844,7,20.72460698,BC_3,17.7495724,,39.62863231
845,7,21.78571687,BC_4,14.03563851,,8.990272023
846,7,21.84865094,BC_3,22.34158415,,26.47998415
847,7,22.55681137,BC_4,18.3561263,,33.19094654
848,8,0.1321546,BC_6,15.0738177,,19.36777545
849,8,0.522598898,BC_3,23.87982438,,25.64674059
850,8,3.350964667,BC_4,16.59243666,,11.29903657
851,8,3.854547622,BC_3,28.69347839,,45.45360632
852,8,3.922848139,BC_3,12.77989416,yes,
853,8,4.074306032,BC_3,6.705043928,,24.40685836
854,8,4.275650721,BC_4,17.80092722,,23.6195881
855,8,4.389429532,BC_8,15.43277705,,14.96066116
856,8,4.927246552,BC_4,19.83344659,,26.33178388
857,8,5.099859783,BC_7,16.59803893,,23.09851681
858,8,5.390007069,BC_1,16.53279291,,25.92925408
859,8,5.698763122,BC_9,21.16965439,,17.51554925
860,8,5.839621636,BC_7,12.75736489,,21.48176121
861,8,6.227995887,BC_5,20.30431975,yes,
862,8,6.613159262,BC_4,18.18459977,,11.81183833
863,8,6.770924677,BC_4,20.19341721,yes,
864,8,6.81273463,BC_2,21.49522963,,43.85472894
865,8,7.066851895,BC_5,17.70525927,,18.15373021
866,8,7.086367075,BC_5,15.23809641,,32.75554862
867,8,7.212837476,BC_9,23.53234396,,33.00195444
868,8,7.246474634,BC_5,16.11083531,,8.427112717
869,8,7.379601617,BC_6,13.0943837,,3.8512437
870,8,7.550648298,BC_3,27.43141527,,20.87883477
871,8,7.707701117,BC_1,17.36498736,,21.93207781
872,8,7.72894599,BC_9,15.05010195,,28.0150688
873,8,7.833223877,BC_9,24.80426895,yes,
874,8,7.971207088,BC_3,20.88849981,,23.878488
875,8,8.20003183,BC_5,20.38670636,yes,
876,8,8.360989706,BC_3,16.77913921,,33.10030638
877,8,8.58064427,BC_6,18.23100124,,24.14841531
878,8,8.656710912,BC_9,20.31203077,,24.59589394
879,8,8.816488629,BC_9,9.268776469,,4.661044401
880,8,8.983008569,BC_3,22.69258059,,18.15888506
881,8,9.199986333,BC_2,21.29997449,yes,
882,8,9.267731589,BC_10,20.01593361,,19.51135873
883,8,9.414198977,BC_7,19.25889018,,13.64755877
884,8,9.657864428,BC_7,15.08127274,,20.6516285
885,8,9.807425061,BC_8,16.93768363,,8.164766037
886,8,9.874199276,BC_5,14.91027424,,34.37576841
887,8,10.19974828,BC_1,17.68071092,yes,
888,8,10.72753051,BC_6,14.0714801,yes,
889,8,10.86842382,BC_1,15.66732123,,8.932900172
890,8,10.91985842,BC_10,16.82758979,,22.80965555
891,8,10.94511015,BC_4,14.41508676,yes,
892,8,10.95266188,BC_3,18.95413977,,36.88491375
893,8,11.05783171,BC_5,12.41179232,,29.50235262
894,8,11.31703063,BC_10,20.20794037,,6.286602996
895,8,11.41343191,BC_5,15.11417143,,19.141359
896,8,11.41985036,BC_7,18.34381009,,33.38316545
897,8,11.42477681,BC_10,11.30746184,yes,
898,8,11.47137936,BC_4,15.89907676,,49.29443342
899,8,11.54203125,BC_5,22.40759304,,27.21835995
900,8,11.55401911,BC_7,14.50117933,,21.63034061
901,8,11.68026265,BC_5,19.00569495,,20.84031074
902,8,11.8204966,BC_10,13.92866392,yes,
903,8,11.86777895,BC_5,13.66645332,,47.69531526
904,8,11.87334993,BC_3,21.40175408,,31.4515517
905,8,11.90166185,BC_8,16.1082227,yes,
906,8,11.92680826,BC_5,18.85700573,,34.32580167
907,8,11.94940938,BC_10,12.3030338,,13.29310359
908,8,12.15721693,BC_10,20.43509186,,27.55857327
909,8,12.17066969,BC_9,29.20479457,,45.38625941
910,8,12.22996606,BC_5,14.6466886,,25.04760656
911,8,12.45451682,BC_4,13.35523744,,39.57701096
912,8,12.64892527,BC_4,13.12217394,,18.43484766
913,8,12.71898042,BC_2,22.07696561,yes,
914,8,12.83661243,BC_10,18.5137255,yes,
915,8,12.88709521,BC_7,13.00035713,,28.92372858
916,8,12.90443242,BC_8,13.13809756,,24.73880257
917,8,13.07849532,BC_7,12.9868641,,7.220409575
918,8,13.08741478,BC_4,16.07791128,yes,
919,8,13.17815427,BC_9,21.08079191,,40.77929596
920,8,13.18022271,BC_5,14.03873597,,21.50622185
921,8,13.22156998,BC_4,14.89149453,,28.031602
922,8,13.54559394,BC_3,15.93108808,,20.50504546
923,8,13.54622666,BC_10,19.03673487,yes,
924,8,13.69543999,BC_9,19.33241543,,17.48748084
925,8,13.81394013,BC_9,18.34385687,,27.27962213
926,8,13.8206841,BC_2,13.79400502,,17.74513861
927,8,13.93725677,BC_7,10.92586079,yes,
928,8,14.12174166,BC_10,17.66044729,,35.16115901
929,8,14.53896915,BC_6,15.70142497,,16.61859311
930,8,14.56737789,BC_6,17.71819746,,36.51957333
931,8,14.85711683,BC_9,19.28427461,yes,
932,8,15.01057723,BC_9,22.06280682,,20.21853444
933,8,15.39377282,BC_8,19.83304165,,15.06612154
934,8,15.3947132,BC_6,16.47923113,,47.99522904
935,8,15.43853863,BC_4,13.10689482,,22.91707805
936,8,15.96048498,BC_7,13.45126557,yes,
937,8,16.00459845,BC_5,20.88300388,,25.41638419
938,8,16.01673631,BC_5,16.93298731,yes,
939,8,16.0618804,BC_9,17.07112586,,47.15621076
940,8,16.13379268,BC_4,10.62707021,,28.55145108
941,8,16.18963543,BC_10,14.71664155,,8.065040995
942,8,16.23077673,BC_9,19.45826922,,23.19388926
943,8,16.80988135,BC_7,21.33779978,,20.40519417
944,8,16.82513223,BC_10,18.72922425,,25.73947715
945,8,16.87912073,BC_7,11.18151686,,23.7771978
946,8,17.24949838,BC_10,16.0034872,,14.81198385
947,8,17.48925914,BC_1,15.71808357,,6.777426463
948,8,17.56473727,BC_7,14.56498282,,26.87388619
949,8,17.66447558,BC_4,14.66299754,,14.37507136
950,8,17.7435479,BC_5,12.36380693,,18.13775273
